446		P		17880		1067
447		B		17800		928
448		B		17840		930
449		P		18000		998
450		B		17920		805
451		B		17960		915
452		P		18120		825
453		B		18040		807
454		B		18080		899
455		I		18240		7354
456		B		18160		496
457		B		18200		497
458		P		18360		1121
459		B		18280		866
460		B		18320		908
461		P		18480		859
462		B		18400		833
463		B		18440		898
464		P		18600		844
465		B		18520		799
466		B		18560		720
467		I		18720		7323
468		B		18640		577
469		B		18680		549
470		P		18840		1173
471		B		18760		809
472		B		18800		870
473		P		18960		955
474		B		18880		824
475		B		18920		828
476		P		19080		833
477		B		19000		760
478		B		19040		785
479		I		19200		7348
480		B		19120		619
481		B		19160		546
482		P		19320		1171
483		B		19240		833
484		B		19280		898
485		P		19440		876
486		B		19360		840
487		B		19400		794
488		P		19560		804
489		B		19480		762
490		B		19520		756
491		I		19680		7340
492		B		19600		590
493		B		19640		574
494		P		19800		1121
495		B		19720		931
496		B		19760		998
497		P		19920		957
498		B		19840		838
499		B		19880		881
500		P		20040		973
501		B		19960		791
502		B		20000		722
503		I		20160		7421
504		B		20080		535
505		B		20120		637
506		P		20280		1094
507		B		20200		827
508		B		20240		873
509		P		20400		872
510		B		20320		839
511		B		20360		815
512		P		20520		977
513		B		20440		795
514		B		20480		767
515		I		20640		7363
516		B		20560		592
517		B		20600		535
518		P		20760		1236
519		B		20680		887
520		B		20720		937
521		P		20880		985
522		B		20800		831
523		B		20840		896
524		P		21000		822
525		B		20920		763
526		B		20960		844
527		I		21120		7380
528		B		21040		606
529		B		21080		503
530		P		21240		1026
531		B		21160		939
532		B		21200		885
533		P		21360		1010
534		B		21280		839
535		B		21320		770
536		P		21480		833
537		B		21400		742
538		B		21440		718
539		I		21600		7358
540		B		21520		525
541		B		21560		663
542		P		21720		1144
543		B		21640		985
544		B		21680		939
545		P		21840		992
546		B		21760		978
547		B		21800		772
548		P		21960		949
549		B		21880		858
550		B		21920		763
551		I		22080		7397
552		B		22000		545
553		B		22040		516
554		P		22200		1181
555		B		22120		933
556		B		22160		866
557		P		22320		897
558		B		22240		726
559		B		22280		904
560		P		22440		968
561		B		22360		737
562		B		22400		679
563		I		22560		7368
564		B		22480		500
565		B		22520		560
566		P		22680		1101
567		B		22600		867
568		B		22640		897
569		P		22800		941
570		B		22720		717
571		B		22760		760
572		P		22920		754
573		B		22840		705
574		B		22880		736
575		I		23040		7417
576		B		22960		535
577		B		23000		524
578		P		23160		1103
579		B		23080		814
580		B		23120		910
581		P		23280		987
582		B		23200		766
583		B		23240		764
584		P		23400		939
585		B		23320		752
586		B		23360		738
587		I		23520		7364
588		B		23440		494
589		B		23480		544
590		P		23640		1063
591		B		23560		969
592		B		23600		991
593		P		23760		1019
594		B		23680		830
595		B		23720		838
596		P		23880		869
597		B		23800		788
598		B		23840		835
599		I		24000		7340
600		B		23920		597
601		B		23960		522
602		P		24120		1094
603		B		24040		914
604		B		24080		928
605		P		24240		951
606		B		24160		832
607		B		24200		833
608		P		24360		965
609		B		24280		716
610		B		24320		863
611		I		24480		7368
612		B		24400		531
613		B		24440		515
614		P		24600		1107
615		B		24520		873
616		B		24560		949
617		P		24720		894
618		B		24640		805
619		B		24680		899
620		P		24840		814
621		B		24760		746
622		B		24800		768
623		I		24960		7388
624		B		24880		531
625		B		24920		527
626		P		25080		1090
627		B		25000		895
628		B		25040		1019
629		P		25200		950
630		B		25120		790
631		B		25160		735
632		P		25320		960
633		B		25240		831
634		B		25280		733
635		I		25440		7354
636		B		25360		594
637		B		25400		618
638		P		25560		1082
639		B		25480		882
640		B		25520		964
641		P		25680		911
642		B		25600		770
643		B		25640		774
644		P		25800		864
645		B		25720		750
646		B		25760		704
647		I		25920		7351
648		B		25840		545
649		B		25880		561
650		P		26040		1068
651		B		25960		957
652		B		26000		871
653		P		26160		974
654		B		26080		866
655		B		26120		782
656		P		26280		911
657		B		26200		757
658		B		26240		751
659		I		26400		7352
660		B		26320		528
661		B		26360		603
662		P		26520		1160
663		B		26440		936
664		B		26480		1009
665		P		26640		1080
666		B		26560		762
667		B		26600		867
668		P		26760		894
669		B		26680		733
670		B		26720		814
671		I		26880		7290
672		B		26800		580
673		B		26840		572
674		P		27000		1261
675		B		26920		857
676		B		26960		890
677		P		27120		913
678		B		27040		867
679		B		27080		897
680		P		27240		914
681		B		27160		820
682		B		27200		744
683		I		27360		7414
684		B		27280		574
685		B		27320		624
686		P		27480		1175
687		B		27400		860
688		B		27440		923
689		P		27600		997
690		B		27520		837
691		B		27560		904
692		P		27720		974
693		B		27640		883
694		B		27680		852
695		I		27840		7437
696		B		27760		549
697		B		27800		611
698		P		27960		1139
699		B		27880		1101
700		B		27920		993
701		P		28080		981
702		B		28000		816
703		B		28040		889
704		P		28200		985
705		B		28120		738
706		B		28160		761
707		I		28320		7359
708		B		28240		553
709		B		28280		563
710		P		28440		1292
711		B		28360		944
712		B		28400		949
713		P		28560		1080
714		B		28480		782
715		B		28520		758
716		P		28680		955
717		B		28600		785
718		B		28640		902
719		I		28800		7387
720		B		28720		601
721		B		28760		545
722		P		28920		1079
723		B		28840		921
724		B		28880		981
725		P		29040		952
726		B		28960		769
727		B		29000		755
728		P		29160		785
729		B		29080		817
730		B		29120		799
731		I		29280		7388
732		B		29200		451
733		B		29240		546
734		P		29400		1136
735		B		29320		954
736		B		29360		873
737		P		29520		951
738		B		29440		827
739		B		29480		832
740		P		29640		940
741		B		29560		761
742		B		29600		883
743		I		29760		7383
744		B		29680		569
745		B		29720		563
746		P		29880		1179
747		B		29800		882
748		B		29840		957
749		P		30000		896
750		B		29920		953
751		B		29960		815
752		P		30120		908
753		B		30040		838
754		B		30080		861
755		I		30240		7362
756		B		30160		578
757		B		30200		551
758		P		30360		1094
759		B		30280		938
760		B		30320		947
761		P		30480		1012
762		B		30400		936
763		B		30440		876
764		P		30600		1016
765		B		30520		801
766		B		30560		752
767		I		30720		7391
768		B		30640		537
769		B		30680		586
770		P		30840		1014
771		B		30760		872
772		B		30800		1055
773		P		30960		1107
774		B		30880		903
775		B		30920		719
776		P		31080		890
777		B		31000		799
778		B		31040		734
779		I		31200		7400
780		B		31120		579
781		B		31160		548
782		P		31320		1069
783		B		31240		903
784		B		31280		947
785		P		31440		924
786		B		31360		836
787		B		31400		846
788		P		31560		860
789		B		31480		750
790		B		31520		755
791		I		31680		7378
792		B		31600		515
793		B		31640		649
794		P		31800		1192
795		B		31720		898
796		B		31760		990
797		P		31920		1070
798		B		31840		836
799		B		31880		846
800		P		32040		971
801		B		31960		789
802		B		32000		797
803		I		32160		7353
804		B		32080		604
805		B		32120		696
806		P		32280		1036
807		B		32200		987
808		B		32240		912
809		P		32400		1060
810		B		32320		804
811		B		32360		801
812		P		32520		866
813		B		32440		791
814		B		32480		795
815		I		32640		7378
816		B		32560		529
817		B		32600		612
818		P		32760		1146
819		B		32680		860
820		B		32720		871
821		P		32880		945
822		B		32800		766
823		B		32840		789
824		P		33000		798
825		B		32920		761
826		B		32960		825
827		I		33120		7372
828		B		33040		547
829		B		33080		555
830		P		33240		1238
831		B		33160		937
832		B		33200		993
833		P		33360		1013
834		B		33280		772
835		B		33320		739
836		P		33480		955
837		B		33400		781
838		B		33440		760
839		I		33600		7382
840		B		33520		507
841		B		33560		521
842		P		33720		1045
843		B		33640		882
844		B		33680		956
845		P		33840		998
846		B		33760		706
847		B		33800		821
848		P		33960		818
849		B		33880		793
850		B		33920		717
851		I		34080		7345
852		B		34000		495
853		B		34040		482
854		P		34200		966
855		B		34120		833
856		B		34160		853
857		P		34320		968
858		B		34240		772
859		B		34280		791
860		P		34440		932
861		B		34360		867
862		B		34400		823
863		I		34560		7363
864		B		34480		630
865		B		34520		758
866		P		34680		1098
867		B		34600		898
868		B		34640		907
869		P		34800		1070
870		B		34720		823
871		B		34760		841
872		P		34920		884
873		B		34840		716
874		B		34880		857
875		I		35040		7308
876		B		34960		570
877		B		35000		557
878		P		35160		1151
879		B		35080		872
880		B		35120		931
881		P		35280		978
882		B		35200		790
883		B		35240		776
884		P		35400		930
885		B		35320		781
886		B		35360		708
887		I		35520		7372
888		B		35440		448
889		B		35480		464
890		P		35640		1066
891		B		35560		869
892		B		35600		1033
893		P		35760		1044
894		B		35680		828
895		B		35720		893
896		P		35880		920
897		B		35800		767
898		B		35840		796
899		I		36000		7336
900		B		35920		565
901		B		35960		489
902		P		36120		1020
903		B		36040		1004
904		B		36080		905
905		P		36240		1008
906		B		36160		762
907		B		36200		760
908		P		36360		844
909		B		36280		769
910		B		36320		699
911		I		36480		7379
912		B		36400		593
913		B		36440		559
914		P		36600		1237
915		B		36520		1049
916		B		36560		1084
917		P		36720		906
918		B		36640		852
919		B		36680		789
920		P		36840		891
921		B		36760		803
922		B		36800		712
923		I		36960		7378
924		B		36880		512
925		B		36920		537
926		P		37080		1056
927		B		37000		866
928		B		37040		868
929		P		37200		878
930		B		37120		792
931		B		37160		751
932		P		37320		916
933		B		37240		796
934		B		37280		694
935		I		37440		7364
936		B		37360		497
937		B		37400		519
938		P		37560		1038
939		B		37480		844
940		B		37520		1033
941		P		37680		1082
942		B		37600		734
943		B		37640		904
944		P		37800		799
945		B		37720		869
946		B		37760		812
947		I		37920		7453
948		B		37840		551
949		B		37880		441
950		P		38040		1234
951		B		37960		829
952		B		38000		939
953		P		38160		898
954		B		38080		845
955		B		38120		780
956		P		38280		981
957		B		38200		717
958		B		38240		803
959		I		38400		7365
960		B		38320		818
961		B		38360		818
962		P		38520		1234
963		B		38440		1054
964		B		38480		1032
965		P		38640		1028
966		B		38560		861
967		B		38600		788
968		P		38760		1024
969		B		38680		761
970		B		38720		774
971		I		38880		7388
972		B		38800		450
973		B		38840		618
974		P		39000		1064
975		B		38920		787
976		B		38960		893
977		P		39120		900
978		B		39040		752
979		B		39080		793
980		P		39240		899
981		B		39160		766
982		B		39200		787
983		I		39360		7371
984		B		39280		587
985		B		39320		498
986		P		39480		1102
987		B		39400		851
988		B		39440		868
989		P		39600		870
990		B		39520		929
991		B		39560		880
992		P		39720		885
993		B		39640		849
994		B		39680		799
995		I		39840		7360
996		B		39760		575
997		B		39800		477
998		P		39960		1027
999		B		39880		980
1000		B		39920		968
1001		P		40080		1030
1002		B		40000		866
1003		B		40040		898
1004		P		40200		916
1005		B		40120		774
1006		B		40160		824
1007		I		40320		7352
1008		B		40240		589
1009		B		40280		655
1010		P		40440		1116
1011		B		40360		926
1012		B		40400		843
1013		P		40560		957
1014		B		40480		867
1015		B		40520		889
1016		P		40680		827
1017		B		40600		808
1018		B		40640		722
1019		I		40800		7353
1020		B		40720		546
1021		B		40760		455
1022		P		40920		994
1023		B		40840		1062
1024		B		40880		859
1025		P		41040		873
1026		B		40960		893
1027		B		41000		976
1028		P		41160		840
1029		B		41080		702
1030		B		41120		817
1031		I		41280		7384
1032		B		41200		486
1033		B		41240		523
1034		P		41400		1138
1035		B		41320		1014
1036		B		41360		967
1037		P		41520		939
1038		B		41440		825
1039		B		41480		786
1040		P		41640		838
1041		B		41560		753
1042		B		41600		834
1043		I		41760		7366
1044		B		41680		568
1045		B		41720		537
1046		P		41880		1017
1047		B		41800		865
1048		B		41840		923
1049		P		42000		1126
1050		B		41920		898
1051		B		41960		812
1052		P		42120		940
1053		B		42040		661
1054		B		42080		752
1055		I		42240		7391
1056		B		42160		411
1057		B		42200		478
1058		P		42360		1005
1059		B		42280		963
1060		B		42320		941
1061		P		42480		994
1062		B		42400		706
1063		B		42440		792
1064		P		42600		818
1065		B		42520		839
1066		B		42560		848
1067		I		42720		7327
1068		B		42640		536
1069		B		42680		507
1070		P		42840		1064
1071		B		42760		905
1072		B		42800		1069
1073		P		42960		1065
1074		B		42880		876
1075		B		42920		817
1076		P		43080		980
1077		B		43000		781
1078		B		43040		755
1079		I		43200		7345
1080		B		43120		561
1081		B		43160		525
1082		P		43320		1200
1083		B		43240		981
1084		B		43280		947
1085		P		43440		981
1086		B		43360		800
1087		B		43400		863
1088		P		43560		921
1089		B		43480		773
1090		B		43520		843
1091		I		43680		7353
1092		B		43600		570
1093		B		43640		568
1094		P		43800		1085
1095		B		43720		892
1096		B		43760		809
1097		P		43920		950
1098		B		43840		834
1099		B		43880		933
1100		P		44040		896
1101		B		43960		816
1102		B		44000		813
1103		I		44160		7396
1104		B		44080		564
1105		B		44120		601
1106		P		44280		1119
1107		B		44200		998
1108		B		44240		930
1109		P		44400		895
1110		B		44320		821
1111		B		44360		983
1112		P		44520		852
1113		B		44440		829
1114		B		44480		758
1115		I		44640		7367
1116		B		44560		651
1117		B		44600		574
1118		P		44760		1158
1119		B		44680		945
1120		B		44720		935
1121		P		44880		1030
1122		B		44800		865
1123		B		44840		777
1124		P		45000		999
1125		B		44920		840
1126		B		44960		819
1127		I		45120		7335
1128		B		45040		553
1129		B		45080		549
1130		P		45240		1199
1131		B		45160		827
1132		B		45200		914
1133		P		45360		995
1134		B		45280		859
1135		B		45320		751
1136		P		45480		910
1137		B		45400		809
1138		B		45440		681
1139		I		45600		7342
1140		B		45520		685
1141		B		45560		540
1142		P		45720		1165
1143		B		45640		955
1144		B		45680		968
1145		P		45840		913
1146		B		45760		886
1147		B		45800		781
1148		P		45960		878
1149		B		45880		714
1150		B		45920		789
1151		I		46080		7406
1152		B		46000		532
1153		B		46040		452
1154		P		46200		1360
1155		B		46120		924
1156		B		46160		896
1157		P		46320		987
1158		B		46240		880
1159		B		46280		917
1160		P		46440		859
1161		B		46360		727
1162		B		46400		761
1163		I		46560		7356
1164		B		46480		540
1165		B		46520		575
1166		P		46680		1047
1167		B		46600		931
1168		B		46640		847
1169		P		46800		918
1170		B		46720		758
1171		B		46760		891
1172		P		46920		793
1173		B		46840		705
1174		B		46880		820
1175		I		47040		7364
1176		B		46960		508
1177		B		47000		610
1178		P		47160		1318
1179		B		47080		871
1180		B		47120		943
1181		P		47280		944
1182		B		47200		793
1183		B		47240		756
1184		P		47400		1019
1185		B		47320		709
1186		B		47360		598
1187		I		47520		7350
1188		B		47440		447
1189		B		47480		435
1190		P		47640		966
1191		B		47560		833
1192		B		47600		922
1193		P		47760		838
1194		B		47680		703
1195		B		47720		798
1196		P		47880		724
1197		B		47800		808
1198		B		47840		693
1199		I		48000		7370
1200		B		47920		461
1201		B		47960		499
1202		P		48120		1032
1203		B		48040		1006
1204		B		48080		1000
1205		P		48240		860
1206		B		48160		852
1207		B		48200		720
1208		P		48360		815
1209		B		48280		792
1210		B		48320		796
1211		I		48480		7399
1212		B		48400		579
1213		B		48440		522
1214		P		48600		1176
1215		B		48520		951
1216		B		48560		983
1217		P		48720		973
1218		B		48640		791
1219		B		48680		930
1220		P		48840		793
1221		B		48760		716
1222		B		48800		826
1223		I		48960		7356
1224		B		48880		543
1225		B		48920		429
1226		P		49080		1158
1227		B		49000		917
1228		B		49040		824
1229		P		49200		866
1230		B		49120		853
1231		B		49160		827
1232		P		49320		723
1233		B		49240		691
1234		B		49280		672
1235		I		49440		7334
1236		B		49360		528
1237		B		49400		645
1238		P		49560		1194
1239		B		49480		946
1240		B		49520		892
1241		P		49680		931
1242		B		49600		759
1243		B		49640		843
1244		P		49800		841
1245		B		49720		700
1246		B		49760		829
1247		I		49920		7336
1248		B		49840		531
1249		B		49880		492
1250		P		50040		1130
1251		B		49960		888
1252		B		50000		913
1253		P		50160		1027
1254		B		50080		715
1255		B		50120		826
1256		P		50280		933
1257		B		50200		846
1258		B		50240		762
1259		I		50400		7325
1260		B		50320		643
1261		B		50360		582
1262		P		50520		1104
1263		B		50440		946
1264		B		50480		894
1265		P		50640		984
1266		B		50560		846
1267		B		50600		878
1268		P		50760		887
1269		B		50680		684
1270		B		50720		830
1271		I		50880		7282
1272		B		50800		476
1273		B		50840		638
1274		P		51000		1110
1275		B		50920		926
1276		B		50960		901
1277		P		51120		923
1278		B		51040		722
1279		B		51080		770
1280		P		51240		818
1281		B		51160		782
1282		B		51200		731
1283		I		51360		7392
1284		B		51280		554
1285		B		51320		524
1286		P		51480		1165
1287		B		51400		856
1288		B		51440		865
1289		P		51600		988
1290		B		51520		921
1291		B		51560		932
1292		P		51720		882
1293		B		51640		749
1294		B		51680		982
1295		I		51840		7315
1296		B		51760		536
1297		B		51800		626
1298		P		51960		1162
1299		B		51880		931
1300		B		51920		911
1301		P		52080		904
1302		B		52000		818
1303		B		52040		893
1304		P		52200		905
1305		B		52120		730
1306		B		52160		658
1307		I		52320		7385
1308		B		52240		575
1309		B		52280		566
1310		P		52440		1095
1311		B		52360		964
1312		B		52400		905
1313		P		52560		1041
1314		B		52480		805
1315		B		52520		825
1316		P		52680		973
1317		B		52600		701
1318		B		52640		671
1319		I		52800		7400
1320		B		52720		558
1321		B		52760		624
1322		P		52920		1092
1323		B		52840		866
1324		B		52880		847
1325		P		53040		955
1326		B		52960		850
1327		B		53000		781
1328		P		53160		830
1329		B		53080		723
1330		B		53120		753
1331		I		53280		7347
1332		B		53200		609
1333		B		53240		526
1334		P		53400		1062
1335		B		53320		949
